"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"1",4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
"2",7.60636874032544,8.4680055289616,5.90263072990522,11.3680693053313,16.2609451411116,10.4109493967722,12.810939041425,15.869450468988,14.1689861740658,6.95489904583387,13.5032149621125,10.7763026118765,9.99815584496753,14.1789605057845,7.31369861140734,9.33690173399059,9.75167961063758,6.27942454764331,6.83507854201523,14.8351833007109,5.38201594475396,9.89416714715856,7.32452193182031,11.4298746309961,9.14862135031929,10.3365278420525,9.08692042115257,8.20987106416173,5.96932394573298,6.75239077035753,5.25930604547055,11.4286055782497,5.4344484395243,14.0455506435814,5.64521616079243,5.51090673395039,9.26624617525487,9.19949546312805,13.7209057753175,8.59934872674511,15.9787863510846,7.62010605502312,10.9979262790546,11.4520018691928,14.26176776439,9.6385304589745,13.0495482157256,8.62753276769214,12.6045737835358,13.1553264962588,9.30738278882619,13.1632836419331,14.6838600624947,15.1106752144714,6.6930642917782,10.3168364039931,14.4242055506912,10.9780750500522,14.7494778245539,7.44924800755477,14.4783695838021,14.8630413047082,13.3456202448298,13.9761817328044,11.0233059569081,5.95443504340707,13.6243165277653,8.94216500036611,9.79090307098666,11.3830493908908,5.87571726911131,5.40198092789077,5.42503119890227,9.26250083621921,8.27312281086231,13.0631360081584,14.37680225032,12.0883138981546,9.28532195779294,14.6215715064345,10.7280150261122,9.38916443240259,15.9392659333772,6.91728641833093,10.6793326657816,11.063986762327,6.79850807286408,11.6709300271826,7.72442933993375,5.26232280655247,14.9849165065587,8.8145471315996,12.3721569670473,9.4491888959159,15.6593880084438,6.18801590383803,16.3476202480316,15.6393298083495,5.81709708815368,15.625501004221,10.8102956025743
"3",12.6012811989838,15.6127885771848,7.52292746564339,27.7577804544094,57.2199197253062,22.9780174154826,34.5538172709118,53.8906929123353,43.9655252179114,10.4571615216354,39.215874200234,24.6258279995278,22.1076421652203,43.9368959445113,11.616328788161,19.494482129626,20.5093086637347,8.40520431363312,10.3858804902064,47.3000660705536,6.07121009711941,20.8853699906563,11.6160025113094,28.1201977672107,18.5661743622355,23.2159242416982,17.945368784894,14.0996449820928,8.16064429850752,10.2097242903187,5.84359976944512,28.3725069145888,5.8557983573134,42.3928069044653,6.87591493179589,6.80984407882485,18.3145790254374,18.5739500123243,39.6994799404744,16.5703274791452,55.0487875151995,12.1448708913617,26.1127420038576,28.514530169269,43.5278516310281,20.0876935145191,35.8001232264778,16.2346524794334,35.3200283867789,36.9832430051436,18.989051973358,38.4042213062126,46.7640269286572,49.5841452752482,9.89620931152347,22.7229092629496,44.6404808961445,26.1994165228289,46.6734875518704,11.8912879781736,46.700961201884,48.2586740136603,38.8696274139882,42.1518245097489,26.0549379252111,8.20132454029124,40.4122808140191,17.1196133319156,20.8427659794713,28.8159910764063,7.20970861244853,6.45233980642753,6.2197972973393,18.058689020235,14.6644276857996,37.2584578221378,44.267811122371,32.1450972321765,18.6733426463101,47.0210747672519,25.0735222217194,19.5048512406535,55.9558343624726,10.0744242475916,24.5807366773482,26.5662462871076,9.9718066389666,28.6811188668392,12.6249247107509,5.85621026594678,47.6072797645975,17.7437779472123,33.354968310602,19.501606527605,52.4610718644289,8.65937403154411,56.6391242309861,54.2385689365019,7.35241719555882,53.8125362103923,26.1542134582922
"4",20.0993221203653,29.1874820580345,9.43995816081045,68.2993087663133,198.44989230446,50.2839689162665,93.8625261834601,180.924803804949,136.547328880135,15.8853047288209,111.780905332544,56.1303842224045,48.0228684149368,135.478088552948,18.6168266367738,39.1053776793591,42.5849257505505,11.2531161385497,15.352223116775,149.524767586879,7.00754732729067,43.710302250176,18.5854583034961,69.5791946436625,37.2927830170468,52.399971994927,34.9905626831077,24.2804153446099,10.9855170383879,15.5890746689421,6.40887111812154,68.117068433498,6.63914779038277,127.801620497325,8.31354816756545,8.14406950087331,36.1074725255941,36.9762630766815,114.19129716636,31.3868734870377,188.988151011032,19.5395034033759,61.4861755114403,70.1375332804718,130.766583338055,41.3281043814813,97.6562542499678,30.1670245284709,97.5007651553953,104.976445892219,38.243069033626,108.799540948888,150.382657641681,162.923050813316,14.3092942550067,49.7840895871295,137.422961165588,63.4690373380471,146.609043036373,18.6524595949431,147.374774646119,155.038044971114,113.984671589841,127.227056925533,62.2646992723889,10.8365010191123,117.709666858758,33.1952028727076,44.5685116798506,72.2379270153834,9.09832365810284,7.4740032392813,7.12699971441903,34.5565799180484,26.585319201483,105.059151013939,136.151166395952,83.9214484730465,38.1575530776402,148.010769634321,57.6806007873378,40.0957580022755,194.023073715542,14.8387095210819,56.3457282444009,63.0754466871725,14.9831747470519,71.0714158756705,20.6248130289196,6.38143934573297,152.810112205036,35.03743652274,88.4806249090348,39.7542092361822,172.695282563873,12.2977072860498,193.96778309312,185.427942602631,9.15359505963598,182.225840480718,62.6082735737188
"5",33.0483332806635,54.0387084523376,11.2864337681169,166.61548667977,661.367995627893,112.059510263452,250.327295651122,586.210241664645,412.058173376882,23.4968816804582,314.68236019979,127.300984547994,103.707180785978,405.08802252822,29.5089383524468,79.0935639913177,88.6306670763714,15.2323156211427,22.2866099334556,457.156918951635,8.118614560098,91.9663557990598,29.5137950267985,170.98509515231,74.6654793808079,117.030852555064,68.3304176564435,42.2235213253152,14.8653045819341,23.4355444835786,7.18209414931373,165.369775281328,7.67057846416435,376.146865701534,10.3890102519281,9.85712392452576,70.9698325923647,73.3310499017194,324.443097333486,59.6165245360192,623.072224490729,31.595750134226,145.915262663655,172.733865683016,386.008167665251,85.0173623681156,264.344020479964,56.0742111923454,267.105883419701,294.291014218105,76.128285212794,298.619258530694,465.073058211277,515.372101978621,20.9789285094093,108.045759732712,411.18563437006,150.578594958469,449.279577765761,29.9925039901632,450.075408969257,481.033581223544,327.091711952047,374.301024680395,148.345395951943,14.3558225259164,335.696949259247,63.7797852313969,94.7307552592651,177.65209144256,11.0271710597539,9.06360544362608,8.07267908291726,66.6641137189469,47.6647045924938,293.681987004377,410.416350714621,217.480986774676,77.2649021811659,452.207248149944,133.691539251953,82.6639063303071,642.943171037392,21.7709202427076,128.740370013292,148.92777805512,23.1198110034292,174.424055458822,33.1662983708747,7.04585721193843,472.535854591727,69.1916249491409,231.470360137559,82.2108911721107,551.497496111049,16.9561034204108,635.825076040925,613.74670108354,11.1787468408114,592.904408761129,148.222074017684
"6",53.6149510976145,100.143532253867,14.2995541942133,397.828025410456,1917.00513378192,247.149409375607,644.78348619067,1685.66200522029,1156.96631235509,35.313087336044,844.592355695066,283.832840417251,222.515008297627,1127.3525893651,48.2076341295937,159.379468615434,180.178710454843,20.4207190181955,32.8432739995688,1288.67966600294,9.57833548709542,193.132630732403,46.9358117586551,410.363717682017,147.31448676413,258.373275873543,132.855558974481,73.6473137175877,20.2081228986818,35.3694623079999,8.01820808059868,392.378809679282,8.77675377860231,1040.73724897633,12.6999281271394,12.1186641833022,140.395554376843,145.466893286557,874.185508802493,113.998719990144,1803.52369124368,51.1441228061582,337.942785221658,417.108277054706,1064.48031231088,173.300922512091,689.259709082938,104.599482705358,698.898407661564,783.83449268462,153.191801468873,788.99661351517,1323.38143472474,1475.89426503756,30.3391402221568,231.344105867904,1146.1905169032,353.653105020444,1265.70271192703,48.2561854390102,1269.26036636702,1368.08535167954,890.502312672458,1034.07303500262,345.124417851752,18.9600825449998,911.535371872023,122.315105776136,199.163873039975,429.266518312236,14.3786920894869,10.8848084964192,8.92958234060071,127.633672449602,84.1754396432388,783.596063164172,1147.37698687048,552.080432054552,154.636100716219,1269.60426569812,305.408630572171,167.489885763618,1864.08275203062,31.8647161171673,290.435254591783,344.720995108297,34.8225151992628,418.952059738399,54.6795922891822,7.80438030883885,1339.87738366522,136.152735778488,589.125304154145,168.839233944457,1577.1246848387,24.1759148289931,1830.84775459939,1785.10261928238,13.6153924244435,1713.30218731883,346.043901945476
"7",86.8151419889465,184.760382552419,18.1779869660038,903.42180677799,3841.49539805592,530.523278822747,1521.08575240584,3547.86830229422,2676.11642400218,52.8955574807316,1996.30392683864,616.825135724341,468.639751087827,2601.53306236944,77.5693515469312,317.209135319777,363.644952907395,27.8750124149016,48.8884836827688,2907.67061029108,10.500475541064,397.139702542611,75.1594687517128,938.120170956844,290.970772137599,558.599967514234,256.473625538801,128.309771310054,27.3742302298145,52.6995078347965,9.10126861810563,891.084523692788,9.97780965373565,2426.07485770011,15.5901744543914,14.6607560086813,274.940854116579,286.283907972782,2060.50702979389,214.997900347542,3709.88407377153,81.9728189382362,753.82714363612,954.088414260817,2470.31549162107,349.816821455356,1625.34256418059,193.137604318889,1658.79292955421,1860.08538642209,302.348800288001,1857.47027041257,2981.45273880266,3235.67399401069,43.5889030861607,485.301084511988,2640.93711000662,797.323638775148,2868.82189757407,77.4832536631597,2872.23598170136,3052.61326550674,2107.66442060211,2419.19721323887,773.797984744947,24.8818676400662,2149.1787904862,232.127547626249,411.535611001782,986.536248305213,18.2488812700647,12.7679236305325,10.0946204130464,242.959749643304,148.065185713099,1861.12974241842,2645.87818893079,1297.41165765837,305.601185397744,2868.69178661023,673.102546771581,334.364665151231,3781.95138679307,47.374941659055,640.65137932251,772.023586460667,51.6002762505096,958.484241629532,88.8720173476104,8.62131076187338,3006.65529770258,263.412931745334,1389.38649884084,341.133549216909,3390.83446344678,33.6023856774498,3733.63104828746,3693.05902945935,17.0732328977873,3584.21524961357,774.268586630032
"8",140.321368020257,339.223140036027,22.9759774367788,1870.07771638379,4871.69051081966,1085.55123632192,2963.6177218284,4762.73843883873,4277.66239460494,78.4575301678591,3616.47689962754,1264.84019429409,948.115941464879,4214.93229978119,124.918358720815,614.643597784864,708.556661076508,37.6329475756313,71.6079896884864,4431.58467679183,11.9801755315327,788.240038695359,119.011907027121,1933.14117400432,562.030096010416,1142.34930611797,485.052533676438,222.94392314654,37.0308094031162,78.7159787175337,10.3383848506411,1834.91491073578,11.4723474473593,4068.23639626789,18.972828314078,17.7305827313293,527.461490352328,547.774033329734,3688.14836322664,399.826528835109,4829.29949006049,131.638922948442,1557.42371009956,1964.47050986348,4101.67429150276,683.593344848961,3116.20999989377,354.431525484556,3175.58588995108,3453.23871131301,584.029901837917,3433.5830229548,4484.91860415377,4624.82769074904,62.6552855897209,978.888674640644,4249.17163389687,1651.12607936286,4409.81045843206,124.314466818698,4412.64995583258,4525.58629739321,3751.24222945023,4057.26727412918,1601.44261180456,33.2437124995226,3788.98606772154,437.164646968416,821.184379546404,2025.34839296305,23.4943086189799,15.3022728700236,11.4933133808297,451.835541444318,259.096524133082,3446.98501523556,4251.27618524211,2594.86684798563,589.812193037323,4404.72902566397,1384.18805208289,652.172905671502,4851.67593450385,68.8378272931331,1321.61715642801,1591.10023900098,77.2554337732441,1970.67154180318,145.405852937289,9.89573909030173,4498.74959107948,504.893402829088,2754.90497717943,668.185619505923,4698.04650804734,46.6638815156659,4837.21712949602,4822.53538041217,20.3427803725356,4779.28527888771,1602.95848681766
"9",226.436998354068,606.438727995657,28.5480104625021,3216.16417253989,5316.28037383327,2016.53926373412,4330.86632232242,5279.93896842223,5086.26677766244,115.699859554483,4762.46277248255,2311.94214567625,1768.99634879556,5060.72441681119,200.128733139824,1138.19085413835,1314.47610284936,50.4748264711532,105.071637078195,5150.45562334043,13.2333390262062,1475.71916521465,190.099424878192,3298.1088760279,1038.86835387313,2113.64816574227,891.588117907781,380.471177983265,50.1772619899724,117.351155378162,11.4612479041612,3168.21115108837,13.0995590046102,4991.91476932434,23.5279394283357,21.6355730536739,976.34863753589,1011.28861643102,4803.15163218643,724.764885853559,5301.89317914389,209.348177718961,2779.77412659912,3336.38505755931,5008.18483760956,1273.10794864692,4445.58744477578,637.658617581531,4489.77995675275,4671.89711985289,1080.83406603959,4653.05055377246,5171.36282018365,5229.12001927287,90.4773370961732,1818.85757807249,5078.76119518219,2920.92375123558,5142.61293744898,196.979465600006,5140.67818699628,5188.48388993754,4838.27595808938,4988.77183750961,2847.62792557987,43.4211440786309,4855.81500411091,793.091756333268,1534.68696596252,3407.11650812738,30.0126517870205,18.3859380988987,13.2484301258037,819.255800352755,447.807454075075,4666.01989525044,5074.20039472273,4021.78561378654,1091.38932813787,5141.58038107157,2510.7082719799,1210.94992781973,5307.06920686336,101.022465795777,2421.84876756798,2822.9099527587,115.010509418118,3343.14355380523,236.056655014217,11.1173555579173,5179.76398454665,933.977522898801,4165.81458415272,1247.39831120447,5256.91743823752,64.8029349019717,5306.5257978046,5294.2427496677,25.3331829323703,5283.19974487527,2840.97614151293
"10",359.01344699335,1049.26993824499,36.0205375693932,4409.65796055762,5544.87608865615,3222.57339118379,5112.48399641078,5537.39434180992,5464.30408364532,170.186983830435,5320.19906335189,3559.29745613489,2898.21109680427,5452.66677116053,318.515791777726,1954.78333376984,2222.09303296442,67.1798914027393,153.351560246714,5490.74256176803,15.0962353661636,2484.30499084117,297.645103170423,4467.86798872955,1797.19856994429,3336.74669451691,1544.53088998832,637.294178568563,67.364850451051,173.536006919157,13.2915593625884,4370.78290265225,14.8820543174536,5423.97479829652,28.716204093011,26.420243062619,1692.16969632868,1745.69666727879,5339.24599995424,1255.66586523477,5544.75491034103,330.786487599194,4039.36942393834,4498.29671689516,5428.77317821398,2173.21274591522,5168.20893332895,1102.45105462908,5189.67058014138,5278.99523043838,1862.36508833822,5269.94541012081,5495.83488108821,5521.65397503071,128.860018792393,2960.98026650743,5460.0656256114,4169.1744509965,5487.58582169596,310.233795286007,5484.84648566865,5504.3319447727,5351.06985989424,5419.95995157472,4102.44862195542,57.3752319371872,5363.83713743998,1376.49764666292,2563.46284346567,4544.20396824615,38.0031896343291,22.3043947313852,15.1429549079799,1416.37248982569,758.455126028184,5272.49339189528,5457.83085221923,4941.06909807443,1878.91251452984,5488.44290171344,3774.88648934822,2071.00893807573,5545.24989245528,147.798105329151,3685.89112212063,4075.62097479381,169.543293938295,4505.45898426142,379.476373241847,12.4099675680391,5501.27304827981,1618.45285271978,5020.58390708844,2137.69446965372,5530.74217650201,90.1790341058506,5547.97371053555,5538.74570718341,31.2216915772044,5538.94253309311,4092.02307111376
