,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
0,0.0026177159,0.038600735,0.006026698,0.01171039,0.0027921963,0.002147166,0.0058030416,-0.006473024,-0.0026209191,-0.0025094193,-0.009530735,-0.0019479422,0.006308224,-0.00082314137,0.001458256,0.001574008,0.003952455,-0.00042082928,0.004195587,-0.004102591,-0.0074168504,-0.009384295,-0.006016262,0.0020164,0.0020278173,-0.0058943024,-0.010115482,-0.008136743,-0.0021473356,-0.0027861246,-0.0027975356,-2.1860935e-05,-0.0071340315,-0.0032190343,-0.006888141,-0.005147112,-0.009339654,-0.015110105,-0.014582416,-0.01371532,-0.007879242,-0.01091584,-0.017637758,-0.016006967,-0.011910256,-0.013666251,-0.018310606,-0.0149654,-0.02017722,-0.021203138,-0.015419913,-0.012552451,-0.016398177,-0.013571041,-0.009856376,-0.02007407,-0.009633828,-0.014508578,-0.012930948,-0.014885532,-0.016698658,-0.018509738,-0.013854377,-0.0178313,-0.019562578,-0.0094181,-0.006280232,-0.011576521,-0.015037723,-0.015542894,-0.019102052,-0.0110811815,-0.01604458,-0.011486482,-0.013004587,-0.0070738755,-0.010181236,-0.013701971,-0.004242868,-0.012141544,-0.014072802,-0.013251019,-0.013563553,-0.0067173317,-0.012340082,-0.014223804,-0.013168137,-0.0058089346,-0.014192469,-0.012762787,-0.012779891,-0.0103582945,-0.019424276,-0.010597452,-0.013801642,-0.014673438,-0.012038356,-0.013550168,-0.017476374,-0.01370478,-0.016911238,-0.023025168,-0.016836762,-0.018555533,-0.020451337,-0.023596779,-0.017228138,-0.026002983,-0.021927984,-0.018273372,-0.020968545,-0.024020106,-0.021299802,-0.022928627,-0.026773864,-0.02918842,-0.027105497,-0.027792607
1,-0.012680288,0.0378644,0.008745786,0.020210396,-0.0038,0.0032379357,0.010236716,-0.006885275,-0.009886036,0.005731888,-0.0026213955,-0.014830444,-0.009472872,-0.004534103,-0.010948801,-7.6247146e-05,-0.010090488,-0.0073758643,-0.00956479,0.007496058,-0.0007770173,-0.008450614,0.001718197,-0.0048373146,-0.0033181142,-0.002693902,0.0013586301,0.0014880551,-0.002591633,0.00055068126,-0.006039371,-0.009817294,-0.004034425,-0.0027992055,-0.011071643,-0.014849389,-0.015213991,-0.007741872,-0.010748497,-0.010380754,-0.02292882,-0.0257403,-0.016874813,-0.01428897,-0.008793853,-0.010593164,-0.010934032,-0.009443209,-0.015424041,-0.021436194,-0.0206692,-0.027931377,-0.02465939,-0.019259734,-0.025368644,-0.014866046,-0.023332141,-0.00943113,-0.015004456,-0.029047947,-0.020551909,-0.017235402,-0.011252199,-0.0200102,-0.026187243,-0.015141579,-0.020043185,-0.013620644,-0.019839287,-0.01629402,-0.007970387,-0.018945757,-0.020510755,-0.016702682,-0.021629803,-0.021127157,-0.015671233,-0.006016943,-0.0049517564,-0.012073146,0.00032048114,-0.018318472,-0.012301318,-0.016456291,-0.027358752,-0.018570248,-0.016506802,-0.023762237,-0.009172396,-0.005150077,-0.013530173,-0.011090191,-0.016855992,-0.021169037,-0.021242548,-0.013993017,-0.011877485,-0.0070773037,-0.022002757,-0.014986716,-0.014621184,-0.013730733,-0.020213284,-0.032577984,-0.018958757,-0.028930493,-0.021467606,-0.029365283,-0.02762232,-0.030640185,-0.028043937,-0.02760638,-0.038522527,-0.021843283,-0.028877074,-0.020044986,-0.03490767,-0.036305048
2,0.008982979,0.039223757,0.004689087,0.007950447,0.005245351,0.0017961401,0.0039846636,-0.006406021,0.0003471058,-0.005817506,-0.01243773,0.00335873,0.013226286,0.00092538353,0.0067359083,0.0023749643,0.009662053,0.0022471175,0.010229228,-0.009013529,-0.010443898,-0.010138938,-0.009239484,0.0050146054,0.004487924,-0.0072683073,-0.015059067,-0.012196049,-0.0019567348,-0.004131509,-0.0014677998,0.0042096553,-0.008631413,-0.003141183,-0.0050909137,-0.00088083535,-0.0070607075,-0.018424345,-0.016299404,-0.015157113,-0.0014887445,-0.0047665327,-0.018260993,-0.016887784,-0.013042142,-0.0149068665,-0.021337241,-0.01710998,-0.0225013,-0.02146628,-0.013262092,-0.0060053077,-0.012995936,-0.011064768,-0.0030991898,-0.022383194,-0.0036843782,-0.01633519,-0.011900224,-0.009003682,-0.015183561,-0.019091304,-0.0146766305,-0.016980134,-0.017079018,-0.006709074,-0.00037374604,-0.010721374,-0.013157338,-0.015369744,-0.023958713,-0.0077167465,-0.01449161,-0.009306261,-0.009563854,-0.0010430072,-0.008026265,-0.016918313,-0.003520608,-0.012206319,-0.020025497,-0.011364727,-0.014126932,-0.0025011622,-0.006287321,-0.01249148,-0.011739586,0.0020010448,-0.01632252,-0.015723227,-0.012372581,-0.009731863,-0.020801058,-0.0060980376,-0.010771017,-0.014815219,-0.011877537,-0.015873967,-0.015714768,-0.012918766,-0.017504273,-0.026912794,-0.015148684,-0.012730856,-0.02104521,-0.021651044,-0.01510074,-0.024900883,-0.019574154,-0.012760494,-0.017913641,-0.022297284,-0.013956254,-0.023029005,-0.025703762,-0.032827903,-0.023803042,-0.024269905
3,-0.0073767137,0.037985217,0.00789266,0.01734506,-0.0014169272,0.002810404,0.008697917,-0.006701959,-0.007361349,0.0028443113,-0.004988005,-0.010356583,-0.0041436674,-0.0033422555,-0.0066999863,0.00044501928,-0.0051737456,-0.004880226,-0.0049405154,0.0035093864,-0.0029777242,-0.008647128,-0.0009644688,-0.0025330891,-0.0015727418,-0.0037836034,-0.0025469847,-0.0018065353,-0.0024332313,-0.00060889963,-0.004902771,-0.006487308,-0.005020099,-0.0030337598,-0.009648291,-0.011583173,-0.013120787,-0.010200884,-0.012038369,-0.011499133,-0.01776506,-0.020599287,-0.017027823,-0.014817881,-0.009937081,-0.011668198,-0.013507983,-0.011394741,-0.016940808,-0.021220243,-0.01886036,-0.022677124,-0.021794226,-0.017366054,-0.02011626,-0.016600646,-0.018696576,-0.011296196,-0.0143341925,-0.024146741,-0.019175198,-0.017660834,-0.012241147,-0.019238405,-0.023783054,-0.013274538,-0.015350595,-0.0129219415,-0.01813569,-0.015970035,-0.011744279,-0.01625876,-0.018854916,-0.014875319,-0.01858842,-0.016335484,-0.013733859,-0.008665886,-0.004856463,-0.012078835,-0.004680749,-0.01649978,-0.012717352,-0.013143208,-0.022074442,-0.01703421,-0.015359301,-0.017686225,-0.010918631,-0.007875254,-0.0133055085,-0.0109718675,-0.017619783,-0.017574752,-0.01863642,-0.014298182,-0.012010625,-0.009460731,-0.02040843,-0.014641394,-0.015545637,-0.01693856,-0.019168776,-0.02772427,-0.019475665,-0.026977874,-0.02012821,-0.028100202,-0.025662862,-0.026509885,-0.025642002,-0.026447222,-0.03262804,-0.022338076,-0.02821935,-0.023273822,-0.032235514,-0.03336472
4,0.00048585236,0.038429946,0.0064507513,0.012939788,0.0019290131,0.002275823,0.006417834,-0.006508744,-0.003625867,-0.0013817223,-0.008556841,-0.003735751,0.00403485,-0.0013865428,-0.0002967557,0.0013184941,0.0020219726,-0.0013446091,0.0022073924,-0.0024677487,-0.006437408,-0.009182627,-0.0049379803,0.0010272942,0.0012301106,-0.0054387203,-0.008479203,-0.0067788903,-0.0022082601,-0.0023261635,-0.003243622,-0.0014204457,-0.0066568344,-0.0032102673,-0.007484132,-0.006549065,-0.010126099,-0.014031756,-0.014025121,-0.013235314,-0.0100044655,-0.012979564,-0.017469889,-0.015732625,-0.011509429,-0.013244335,-0.017291779,-0.014221758,-0.019444061,-0.0211624,-0.016151473,-0.014731426,-0.01754551,-0.014398451,-0.012082651,-0.019315364,-0.011598773,-0.013858646,-0.013250249,-0.016860384,-0.017215822,-0.018322678,-0.013541706,-0.018124744,-0.020429026,-0.010281276,-0.008237521,-0.011864288,-0.01568444,-0.015616282,-0.017504595,-0.01219723,-0.016606605,-0.012209842,-0.014178382,-0.009072952,-0.010923753,-0.012625476,-0.004426212,-0.012123919,-0.012073505,-0.013917615,-0.013378415,-0.0081080925,-0.014392549,-0.01481432,-0.013640036,-0.008385505,-0.013489535,-0.011745647,-0.012903558,-0.010529412,-0.019001314,-0.012099671,-0.014825047,-0.014611477,-0.012059955,-0.012723388,-0.01808752,-0.013935729,-0.01666428,-0.021724053,-0.017369889,-0.02051073,-0.020245822,-0.024284262,-0.017891308,-0.026414556,-0.022723755,-0.020076528,-0.02197933,-0.024566136,-0.0237386,-0.022845602,-0.027105791,-0.027946906,-0.028207727,-0.028980112
5,0.008650757,0.03918734,0.0047612865,0.008149969,0.0051221466,0.0018133686,0.004078762,-0.006408129,0.00019361521,-0.005647245,-0.012286362,0.0030831648,0.012860656,0.00083202287,0.0064592757,0.0023319605,0.009366102,0.0021112459,0.009911302,-0.008756294,-0.0102821775,-0.010093764,-0.00907111,0.004856742,0.0043569556,-0.0071961554,-0.014799203,-0.011984347,-0.0019672061,-0.0040625893,-0.001537291,0.003986888,-0.008550841,-0.0031491618,-0.005185261,-0.0011061743,-0.0071770307,-0.01824805,-0.016207729,-0.015081803,-0.0018237468,-0.0050868755,-0.018224005,-0.01683965,-0.012985477,-0.014842928,-0.021179756,-0.017001152,-0.02237511,-0.021447387,-0.013373395,-0.0063481317,-0.013172423,-0.011196522,-0.0034556894,-0.022261275,-0.003997544,-0.01624402,-0.011957105,-0.009309884,-0.015261689,-0.019060016,-0.0146379955,-0.017023586,-0.017204948,-0.006855275,-0.00068414,-0.010765756,-0.01325352,-0.015377305,-0.023702117,-0.007893417,-0.014568005,-0.009421123,-0.00974087,-0.0013597603,-0.008136224,-0.016750421,-0.0035648008,-0.012202483,-0.019715514,-0.011459011,-0.014097186,-0.002723551,-0.0066004605,-0.012580689,-0.011814969,0.0015895637,-0.01620994,-0.015571462,-0.0123952655,-0.009768537,-0.02072515,-0.0063328184,-0.010928263,-0.014809132,-0.0118896235,-0.015757956,-0.015804095,-0.012963267,-0.01747862,-0.026709903,-0.015239977,-0.013034156,-0.021015171,-0.021748709,-0.01521724,-0.024953522,-0.019695831,-0.0130525725,-0.01807431,-0.022390615,-0.0143415965,-0.02302932,-0.025762595,-0.032640472,-0.023975518,-0.02445252
6,0.0061070165,0.038922273,0.0053058146,0.0096657025,0.0041607497,0.0019490622,0.004802483,-0.0064292215,-0.0009871903,-0.004334477,-0.011125533,0.00096768513,0.010077327,0.00012427417,0.004345122,0.00200673,0.007092517,0.0010585226,0.007487051,-0.006789769,-0.00905744,-0.009769266,-0.00778245,0.0036525773,0.0033629835,-0.006645179,-0.012815736,-0.0103621995,-0.0020451564,-0.0035297056,-0.00206878,0.0022879546,-0.0079423245,-0.003195827,-0.0059058485,-0.002822277,-0.008077378,-0.016910024,-0.015513481,-0.014504967,-0.0043837586,-0.0075421236,-0.017957002,-0.01647879,-0.012542771,-0.014350243,-0.01997229,-0.01615604,-0.021426603,-0.021321451,-0.014230997,-0.008969693,-0.01452807,-0.012202515,-0.0061717583,-0.021332508,-0.0063863853,-0.01553081,-0.012380993,-0.011657706,-0.015863154,-0.018823992,-0.014326264,-0.017359909,-0.01818243,-0.007957233,-0.0030533413,-0.011106646,-0.013997262,-0.015440218,-0.021748638,-0.00924243,-0.015170022,-0.010296167,-0.011105927,-0.0037783254,-0.008987727,-0.015464887,-0.0038793907,-0.012174781,-0.017339326,-0.01219667,-0.013870584,-0.0044178367,-0.009008184,-0.013268246,-0.012388983,-0.0015477391,-0.0153534915,-0.014399525,-0.012563714,-0.010035295,-0.020158459,-0.00813165,-0.01213565,-0.014758199,-0.011968462,-0.014850545,-0.016498083,-0.013291452,-0.017262904,-0.02515615,-0.015927967,-0.015359407,-0.020781303,-0.022510596,-0.016089257,-0.025374722,-0.020632366,-0.015273776,-0.01930028,-0.023092788,-0.017284917,-0.023011278,-0.026202088,-0.031196088,-0.02529622,-0.025855958
7,0.0072878236,0.03904224,0.0050549107,0.008964717,0.0046109445,0.0018852174,0.0044658547,-0.0064183334,-0.0004378904,-0.0049458193,-0.011664732,0.001950861,0.011365748,0.00045119016,0.0053256107,0.0021567787,0.008149565,0.0015499112,0.008610077,-0.007701932,-0.009622989,-0.009915241,-0.008380533,0.0042104935,0.0038223811,-0.006900602,-0.013735045,-0.011115391,-0.0020094304,-0.0037781578,-0.0018221656,0.003075094,-0.008222909,-0.0031773103,-0.0055717686,-0.0020277428,-0.007657328,-0.017528519,-0.015834084,-0.01477273,-0.0031965317,-0.0064018825,-0.018077387,-0.01664459,-0.01275021,-0.01457962,-0.020533167,-0.016550874,-0.021863008,-0.021375794,-0.013831784,-0.0077535817,-0.01389787,-0.01173623,-0.0049139755,-0.021762554,-0.005279532,-0.015865207,-0.012186729,-0.010567173,-0.015583213,-0.01893279,-0.0144744245,-0.017203001,-0.017725745,-0.0074495357,-0.0019552202,-0.010948187,-0.01365043,-0.01540987,-0.022652974,-0.008617055,-0.014886832,-0.009890877,-0.0104701705,-0.0026571578,-0.00859041,-0.016061623,-0.0037385586,-0.0121872695,-0.018442936,-0.011850859,-0.013975502,-0.0036332153,-0.007888296,-0.0129480995,-0.012123201,-9.440631e-05,-0.015749892,-0.014945731,-0.0124866655,-0.009914603,-0.020418297,-0.0072964905,-0.01157443,-0.014782846,-0.011934845,-0.015275974,-0.016173795,-0.013141878,-0.017367274,-0.025877435,-0.0156110935,-0.01427942,-0.020890672,-0.022153825,-0.015688842,-0.025175257,-0.020196624,-0.014246097,-0.018732144,-0.02276957,-0.015920237,-0.023024112,-0.026000477,-0.031868603,-0.024683181,-0.025203414
8,-0.008755166,0.037938997,0.008124429,0.018098641,-0.00202642,0.002915858,0.009098019,-0.006745184,-0.008017156,0.003592112,-0.0043691583,-0.011519032,-0.005544386,-0.0036628551,-0.0078104534,0.00030377274,-0.0064465823,-0.0055200653,-0.0061591463,0.004549451,-0.0023949118,-0.008582828,-0.00026741065,-0.0031402123,-0.0020383727,-0.003498321,-0.0015235804,-0.0009450717,-0.0024734328,-0.0003072354,-0.005196431,-0.0073600607,-0.0047539743,-0.0029821668,-0.010021315,-0.012443126,-0.013658949,-0.009551201,-0.011699159,-0.011203732,-0.0191133,-0.021935564,-0.016976159,-0.014673176,-0.009646786,-0.011389371,-0.012840903,-0.010890761,-0.016532503,-0.02126196,-0.01933254,-0.024051713,-0.022539198,-0.017867442,-0.021495346,-0.0161417,-0.0199143,-0.010822533,-0.014513071,-0.025421862,-0.019528484,-0.01754869,-0.011992948,-0.01943757,-0.02439634,-0.013772234,-0.016579073,-0.013105072,-0.018574681,-0.016047085,-0.010753959,-0.016961448,-0.019273981,-0.015347451,-0.019373931,-0.017589953,-0.0142341275,-0.007975647,-0.004897023,-0.012075312,-0.0033819694,-0.016966702,-0.012606771,-0.014011149,-0.023439644,-0.017430417,-0.015658502,-0.019282043,-0.010466093,-0.0071763257,-0.013367692,-0.011017563,-0.017407488,-0.018517628,-0.019311186,-0.014226892,-0.011984032,-0.008856133,-0.020820692,-0.014741847,-0.0153191835,-0.016103122,-0.019454325,-0.028986953,-0.019340798,-0.027474372,-0.020490106,-0.028418927,-0.026174571,-0.027600922,-0.026272051,-0.026757354,-0.03416856,-0.022221668,-0.028397731,-0.02244081,-0.03293422,-0.034130953
9,-0.0042425916,0.038125668,0.0073426,0.01561456,-5.2697957e-05,0.0025852092,0.007787253,-0.006612596,-0.0058670174,0.0011474788,-0.006404862,-0.0077130627,-0.0009247493,-0.0025877845,-0.0041621686,0.00077897415,-0.002290858,-0.0034463322,-0.0021292903,0.0011378843,-0.0043269694,-0.008820578,-0.0025476306,-0.0011318097,-0.00048333092,-0.0044385167,-0.004890182,-0.0037806267,-0.0023423608,-0.0012964057,-0.004237788,-0.0044857673,-0.005647531,-0.0031320236,-0.008792598,-0.009604473,-0.011908928,-0.01169837,-0.012817325,-0.01218357,-0.014687705,-0.017560929,-0.017169217,-0.015163272,-0.010582198,-0.012299579,-0.015021857,-0.012537033,-0.017899143,-0.021156467,-0.017779808,-0.019528814,-0.02009802,-0.016200552,-0.016949434,-0.017665975,-0.015897855,-0.012349978,-0.01391957,-0.02124242,-0.018383779,-0.017919604,-0.012787602,-0.018788757,-0.022414926,-0.012118867,-0.012536444,-0.012501638,-0.017146334,-0.015812127,-0.014014028,-0.014650695,-0.01792454,-0.0138122775,-0.01681604,-0.013463226,-0.012600321,-0.010242265,-0.0047328616,-0.012093064,-0.0076309294,-0.015447629,-0.012976671,-0.011154548,-0.018990772,-0.016141618,-0.014677826,-0.014019858,-0.011939932,-0.009441268,-0.013155757,-0.010833143,-0.018135449,-0.015406951,-0.017110458,-0.014440605,-0.012054971,-0.010803012,-0.019470952,-0.014388775,-0.016032197,-0.018843278,-0.018485405,-0.024849057,-0.019784106,-0.025873289,-0.01927726,-0.027396506,-0.024491895,-0.023989249,-0.024195142,-0.02572319,-0.029105809,-0.022579273,-0.02779655,-0.025154782,-0.030638788,-0.03161774
