"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046
"2",0.00761803932375073,0.00741811618911159,0.00561807443758335,0.00742965397390296,0.00504710684669041,0.00632683023647917,0.0047951354051653,0.0054684166205039,0.00612700973913028,0.00544265321157072,0.00712320969367628,0.00627234128023967,0.00602093822724046,0.00591814102582596,0.00784743204102362,0.00490687916412496,0.00703356572274708,0.00626377654846164,0.00778406339656925,0.00651602884676437,0.00491554274097062,0.00565400237470057,0.0064034193336548,0.00706495347866661,0.00534969956260042,0.00632262614304047,0.00570362340247496,0.00548682581322922,0.00634672863192222,0.00772223106357939,0.00529082303653748,0.00601356466120828,0.00545536754995135,0.00576961985100427,0.00544066938411826,0.00551061025639825,0.00568167569262992,0.00724757877797754,0.00658059301399276,0.00547016639447934,0.00480143726884162,0.00770048148456411,0.0047808255701981,0.00555246139379878,0.00553175952520465,0.006130132181184,0.00544483701616156,0.00498724293072155,0.00458019042317363,0.00513998407103881
"3",0.0132514576539433,0.0114217268053004,0.00628832598312447,0.0106400806283734,0.00664511915444233,0.00771395200297371,0.00579501310148041,0.0059897344559559,0.00804747921958061,0.00583278459911577,0.0129976340369283,0.0076903980921647,0.00817775816476489,0.00751952492233722,0.0121627148207441,0.00547729689650473,0.0112026775559766,0.00713999514626353,0.0120902150284841,0.00803234200438571,0.00574428077891452,0.00734595726914873,0.0095878814258624,0.0123462792266055,0.00806296779553394,0.00800679805296176,0.00769721118887488,0.00681876542901736,0.00829249819552521,0.0137815012170836,0.00648483304691541,0.00846971672894258,0.0066123589751121,0.00812369703446349,0.00613818655842384,0.00633695511243428,0.00700497093464857,0.0116769777516629,0.00993086333008988,0.00597011648470634,0.00484188868825763,0.0119534963630106,0.00458658806315906,0.00754364965613854,0.00723395133957732,0.00798454347837121,0.00621104051743381,0.00544404380436013,0.00542329082325614,0.00663460046561481
"4",0.0210432575659014,0.0188568498257908,0.00814668771861679,0.0170871846961522,0.00810434447260488,0.00955329033273133,0.00605298861727633,0.00702952989932974,0.0121703448651856,0.0062137368995393,0.0213978091125708,0.00919224432352914,0.0120318524756617,0.00982800781062592,0.0183673217124797,0.00554170224187718,0.0190133511498067,0.00843217060709703,0.0203535636023244,0.00971131591002327,0.00619016119162861,0.00912402136902841,0.0152812322473385,0.0193440764143125,0.0100622854886107,0.00952159365665006,0.00940342674729991,0.00983685960001594,0.0115651233672331,0.0222740436114631,0.00786024937706264,0.0120311211998173,0.00728453783121081,0.0100238541614905,0.00733671384741533,0.00751910566570406,0.00765790417911202,0.0172940552080767,0.0157330108264553,0.00743974474305445,0.00450159519277625,0.0188005871893043,0.00475137627666647,0.0106858871887636,0.0100542768094291,0.0108057367034699,0.00686986077614808,0.00591467826649067,0.00570478595495302,0.00785784226579625
"5",0.0345107143230077,0.0293103837102788,0.011276661017524,0.0241035360474616,0.00920903980393848,0.011965688100553,0.00603948147583029,0.0090185988370218,0.0156054027451687,0.00717682324719256,0.0322646115092299,0.0109789181062232,0.0146491164961783,0.0116679330670132,0.028846108593885,0.0055328618192109,0.030793364882056,0.010619096291422,0.0337044049130907,0.0115144159047666,0.00656357402799899,0.0123735063982188,0.0252086793535944,0.0281561959590519,0.0134738714536559,0.0113178003468667,0.0132327391805512,0.0105615575242388,0.0155176383407115,0.0353822899987704,0.00931233988685102,0.0167588382779409,0.00845881124625864,0.0128908221035462,0.00753558339716484,0.0103775719068901,0.00866214919076944,0.0243191708848753,0.0234810362055622,0.00839466162049929,0.00462402442343706,0.0312002909556214,0.00452535361290017,0.0155058548567172,0.0133815647455489,0.0146801617350794,0.0089887447019619,0.00735028334727104,0.00633953550344259,0.00926892976565812
"6",0.0600718456935797,0.051352481458994,0.0145602976179766,0.0344159387112706,0.0115560698134598,0.0169855976902982,0.00618934676650594,0.0121878252721618,0.0200610361602315,0.00854682441476536,0.0490134918334084,0.0140759867777158,0.0172234212588885,0.0154300857043789,0.0439051521849291,0.00578333845088016,0.046078847743991,0.0133069541635091,0.0534219965113631,0.0140629527218273,0.00701073335529025,0.0173914236528812,0.04024596759972,0.045989349582395,0.0173008324424723,0.016935158271891,0.0173996690625416,0.0127849849477727,0.0212651865674545,0.0609503681185807,0.010687032771183,0.0180682295956503,0.0101700951617036,0.0174080554280302,0.0078755735414456,0.0128262394866559,0.010452259871005,0.0364876090110596,0.0352973819077047,0.00991504134748423,0.00448537959271018,0.050588138328487,0.00432304100680639,0.0202295875873363,0.0171664643116617,0.0220002245965882,0.0102238432767545,0.00842948206189246,0.00714726001401128,0.0108164753044594
"7",0.113054641979538,0.0865076102851595,0.0194133237154827,0.0460368290488375,0.0139555822067686,0.0236222538876018,0.00623607631451338,0.0153834695974565,0.0263012713983223,0.00985481721483056,0.0732283024625547,0.0186581002637903,0.0238981774098644,0.0197890841531598,0.0697921860812394,0.00646228369679851,0.076110559703387,0.0162940046761609,0.0990079019052719,0.0173655757148225,0.00722673260735358,0.0243784659581258,0.057610409321155,0.0775620172329176,0.0221558031286778,0.0197655965713241,0.0197526458164726,0.0158423762738946,0.0286883277399747,0.0942398088198845,0.0139467012014158,0.0229812998217032,0.0117707225584015,0.022859179885714,0.00853492849723268,0.015349129749916,0.0131288889715183,0.0585681936314664,0.0513036251421249,0.0106059317138585,0.00444165365416441,0.0785816339155374,0.00395706453480579,0.0330738926307372,0.0238245709123504,0.0307926876541375,0.0118001794837451,0.00883624790581687,0.00699239642811441,0.0119490422846773
"8",0.189346983338667,0.13900869262273,0.0258208648093644,0.0692923721430931,0.0174605821214616,0.0333020158461519,0.00625897837158054,0.0209499038335327,0.0340007685527088,0.0123237914204233,0.122638036307725,0.0239063131560495,0.028721681108339,0.0226651522529113,0.118575303711769,0.00708597360903168,0.121289211575377,0.0172055573566659,0.16192538445998,0.0200756898331733,0.00821507656005694,0.0326647685387028,0.0988370303003209,0.117091356172836,0.0283649580655351,0.0281368866002137,0.0260790846171348,0.0207714062976192,0.0407068661207444,0.148724538722952,0.0150113601923549,0.0288762004152801,0.0117047524475888,0.0283713978476571,0.010181799797466,0.021130227773381,0.0155144426305284,0.0941698093995041,0.0797077032319355,0.0131304218984004,0.00461303091203817,0.140566164406741,0.00421706662981001,0.0509153047785782,0.0308700003057717,0.043531603382785,0.0132944537226849,0.0100537258543542,0.00802106788442696,0.0160009487069801
"9",0.32296113936181,0.217888451191483,0.0364395621729438,0.10203329537646,0.0227857513075067,0.0513225163523763,0.00656784387280991,0.0257052620630209,0.0442552344587403,0.0124035312929238,0.19637226559168,0.0297720980460132,0.0405600538642942,0.0281323297764937,0.183186983418043,0.00705383784691893,0.20117823521738,0.0219345620667992,0.272972376974078,0.0259784269446794,0.00833283011032344,0.0475097349699191,0.153418711281933,0.163184683844116,0.0412773825826165,0.0362954758841941,0.0322562835600665,0.0229568789601464,0.0536823517845468,0.232341117490426,0.0177591287506046,0.0351448954967013,0.0138751586675169,0.0347437156336829,0.0116630843441707,0.0243484552227902,0.0175188487953782,0.152299376403748,0.122841687680718,0.0146486134577523,0.00497945614251612,0.212708852270624,0.00403442991604432,0.0741620261471598,0.0436984056183176,0.0689907580925538,0.0167866497838727,0.0114969917235431,0.00804503725042615,0.0205594358723122
"10",0.547092467468249,0.364629112227269,0.0495226814156234,0.148130601384896,0.0257359204340635,0.0721704682993064,0.00692374924996619,0.0335811200393578,0.0573432383967107,0.0123251498258926,0.30766108673692,0.0339218432759189,0.0573524350037361,0.0359638859101625,0.319532523532513,0.00778838372207498,0.278789340597899,0.0253926342352734,0.413833392084746,0.0266336491728639,0.00977130645333416,0.066026855569409,0.236634930937009,0.215578814646143,0.0562450404160829,0.0600380085453316,0.0418661814278166,0.0281468432260423,0.07432525514791,0.366132146340109,0.0194857166029925,0.0384774390868979,0.0172436396969406,0.0451359739733886,0.0120215203705564,0.0283497947953678,0.0206324663376302,0.223928584375363,0.192644396876282,0.018693540296757,0.0053263863369014,0.323245167301612,0.00475830846249859,0.0964943888559892,0.0610980095106202,0.0992474753355883,0.0197000299973253,0.0123502071897768,0.00927680793272365,0.0273736579422119
