"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046
"2",0.0426213433931232,0.312565279695186,0.0740238147166185,-0.0686036894663244,0.0522807894940626,0.252550802322814,0.129990968551553,0.022015134754513,-0.0871680164822139,0.230932460087174,0.176479936451306,0.139393078112839,-0.00343598597297053,-0.0106914299020441,0.173282736625132,0.0573151704703123,0.0308816274897011,-0.109355608878379,-0.338596364181412,0.449763041305178,0.0791738517649746,0.324538618173983,0.0789831901111851,-0.0528501837267598,-0.0235948049810051,0.0985256383192702,0.574384513733087,-0.00361174921408325,0.048496109340388,0.0442374663326395,0.00636979480102521,0.0274913579095424,0.00171234321483818,-0.122483112416102,-0.00438355134723606,-0.104810740924834,0.0584282394300003,-0.181681528667472,0.245777960709085,-0.0973411121126438,-0.0358492300204516,0.722542602130517,-0.0194224101940405,0.322474985333676,0.102538956395773,-0.00722609348409343,0.232706613193617,0.0150096143786301,0.239942402845271,0.0200204227299088
"3",-0.284920840701224,0.571172111455835,-0.0273078410279239,0.140753901265586,-0.00482582199030251,-0.0144881584302524,0.170722549302349,0.100496408004244,0.0531676654250857,0.319493583252145,0.25573973956733,0.223638448121869,0.0609377103083424,-0.0251852903586977,0.700420278541779,-0.0258259253393508,0.0283206274389262,-0.667080007974106,-0.00621580599140381,0.260405258859266,0.156118002903361,0.820185969610554,-0.0405601543314676,-0.00195385628635588,0.0943916052423708,0.289515209815574,0.757971952485028,0.0547215200266647,-0.0137953246935159,0.0420234732575236,0.00807865315861365,0.489520692586997,0.155422560597365,0.438942682939755,0.426344135772848,-0.666434345401413,-0.146439329118692,0.427753906429432,0.156840980504494,0.0830843718900617,-0.00893184833016557,1.10159781242613,0.0460257116012835,0.775992829888019,-0.209105838154652,0.0132942780511601,0.0283442600995181,0.043674579406478,0.374636501244682,0.0283101632624405
"4",0.0522143218362082,0.754132145225926,-0.0458533420718675,0.567226050313467,0.0467491241127541,0.339841697660752,0.160091146017261,0.22398224374247,1.14099769540523,0.559252304242105,0.409106155540659,0.658563248655131,0.0641294157949322,0.0725700297751214,1.03641899262363,-0.0264217968960189,0.0291758527667089,-0.326829361472158,0.39999021846831,0.316255903689436,0.21476175647858,1.3809390732881,0.0625497862730285,-0.0570895823636519,0.180799393637596,0.290503270417446,0.866618754798127,0.0411074162168473,0.0760279889440514,0.0440078003712693,0.0114857833220386,0.235159110736174,0.227747058054947,0.349407677143007,0.443372128158404,-0.470121613811374,-0.0884955408974837,-0.147243243379877,0.165245433488913,0.387007147354464,0.0241694747817359,2.17662962541395,0.0358366281264794,0.8444615745013,-0.158529703876258,0.269944202911971,0.283071850700076,0.0579445426917652,0.353456608821422,0.0364612119650461
"5",-0.0271464057176143,1.13548122660364,0.121216353648305,0.586880744559515,0.132313526244348,0.718196035379083,0.249398005002516,0.202510862320267,0.754907226086737,0.691834877844483,0.438641008386687,1.06391662110277,0.112418265271916,0.0720586086485282,1.00569031388685,-0.0216147454378369,0.0185187930867903,-0.283747327969979,0.423304880264258,0.640248833934291,0.416016600686129,2.24129269478249,-0.176422747339995,-0.0100299576745213,0.258493475106375,0.200019803668795,0.989747624877752,0.0546463158839066,0.0854155298250619,0.1058911572161,0.0133030560587738,0.0853187086716848,0.412015327268658,1.10014108059138,0.640484802131512,0.145892991071129,-0.00125321706244459,0.780383653312842,0.118548487259159,0.389397526387597,0.0624771993097447,2.40414114691946,-0.0098452216866201,1.26647750667632,0.231719400124273,0.627907553132285,1.15348289436034,0.0615906217777828,0.237143370924727,0.0275248315916348
"6",0.195171400946967,1.52755960160091,0.176167110747617,0.291806040642556,0.229530108941604,0.798627172645708,0.554900156885707,0.301232951231384,1.10805053343742,-0.22555862305797,0.525292892006309,1.62946276199866,0.226728869053221,0.179260599166059,0.467277860944108,0.133635717616271,0.0405368368455755,0.332535245752454,0.74353748568036,1.24518921945754,0.659972320416905,3.34271778503908,-0.0213067876525681,0.0565523686155804,0.369758321157049,0.302828070974441,1.0212917532214,0.0629963293390334,0.261699082427564,0.219757744073956,0.0216736833795474,0.326637992825622,0.657581898639605,0.858575939627759,0.345125773279838,1.12070629513271,-0.00601161274253131,1.63111702448031,0.316013611632306,0.525848307168846,0.0158297920492646,3.09490353709574,0.0195631504214871,1.6238745873167,0.4781771015364,0.894416821771398,2.03450248862652,0.0739736441034462,0.305664684918847,0.000297494325746057
"7",0.248428127806465,1.98710040054441,0.00098246863777543,0.361510772838114,0.353533953838882,1.04539249936339,0.586475235066676,0.333000984161502,1.66699955856709,0.956013088347447,0.618493391623506,2.26908066506899,0.319430249651343,0.222139418969968,0.273108202802705,0.116073739939795,0.0398855178195,0.312540895360511,1.28457852149839,1.60184320948554,1.07480828401029,4.19378058949776,-0.0385593439179906,0.144059797469003,0.541693334396218,0.236097640102722,1.6860318120757,0.0534288605886571,0.613283630114866,0.288418931244796,0.0273358532357433,0.350092326174814,0.707502691644859,1.15924988749664,0.233432987010025,1.849033101273,0.510303126297065,2.28269530512621,0.411067144183609,0.497942626646918,0.0985546986066222,4.31145358994976,-0.0022574964372437,1.31605350787594,1.32716565237073,0.866959293895731,2.16985495854157,0.0741228940170561,0.317999070131159,-0.00249586059220703
"8",0.146451340378933,2.53292298229021,0.204055202216439,0.687900126181486,0.508463857682037,1.06941429747537,0.686535594824385,0.469340244510098,2.16303083642207,1.8332617904176,0.596199341625507,2.68997230192185,0.489808608298584,0.212580608766303,0.427440823302249,0.0907153814036722,0.066514954400006,1.12772176432576,1.95406218667113,2.58578790013441,1.69697689652564,4.69763029982524,0.317336353506444,0.179856743331152,0.562317268118045,0.19182805672675,1.83130328018457,0.0496329842734359,0.818927756169712,0.369114804220785,0.033874495340515,0.79933007418753,0.933661230266274,1.29764310904665,0.180108874750076,1.82589361814003,0.705826165120685,2.73057829071136,0.608673235620696,0.514213057809845,0.152772439652052,4.80164988251036,0.141172153827666,1.39736017631524,1.61857984827281,1.04077528911906,2.74915644102123,0.0805057488013177,0.286062375564866,0.0917949955098301
"9",0.0936121884421177,2.97393648482887,0.585191447752054,1.01620003578704,0.625168048440677,1.17357426207495,0.990772489704772,0.612612185413753,3.44221825796708,1.79007778894416,0.649066726800009,3.09912007899395,0.761124759196635,0.145805371890659,0.730168905163049,-0.0149525449904552,0.0725585888062466,1.29736011743723,2.54369050905091,3.17160760262415,2.42386223415097,5.40751474796123,0.385047615887406,0.284216128560899,0.531013995288977,0.279827897763901,2.16849990936788,0.0885897509455104,1.07154964674774,0.51425585541835,0.0412011227863424,1.3895126050601,1.21114597070947,1.1394401719301,0.0803701135828178,1.84283194463732,0.57998603188399,4.57513447710167,0.564199008537246,0.808530188849388,0.309770677302721,4.55904042231056,0.183877748734226,1.3907868431242,1.16041394446826,1.0422738868763,3.28266809072242,0.0922922746392649,0.440334434414206,0.112413460738312
"10",0.419270587105165,3.55798989295996,0.839466737538647,1.41292636176818,0.749079451739669,1.44451145911346,1.13915117509493,0.704375544387401,4.01769430104506,2.06270912619318,0.846907677773731,3.62055239304032,1.07662762695098,0.168247740204343,0.132481800447904,0.334999830226543,0.0797559668863582,1.52632000364247,2.76129102302672,3.72191431879305,3.23192247595641,5.19272586094387,0.753154574163867,0.296819297550206,0.720796380212128,0.315471991117741,2.63481498900231,0.115519832114118,1.4650653094005,0.732035554127166,0.0569343087936463,1.93262890329671,1.50036327408157,1.42274355065576,0.585440457182658,1.75030065230053,0.862128536439221,3.8320285577754,0.898729541941483,0.922334926293676,0.485593984857841,5.09918638430357,0.246776543219465,1.77741968584311,0.594653175055535,1.14851876377504,3.72902424170296,0.104911699067699,0.496139139033334,0.183153177168894
